Id,title,original_language,vote_count,vote_average
3128,Vice,en,1926,7.1
3129,Cop Out,en,912,5.4
3130,Nerve,en,5150,7.1
3131,Joseph: King of Dreams,en,536,6.4
3132,Because I Said So,en,421,6
3133,The Seven Year Itch,en,442,7.1
3134,The Bridge on the River Kwai,en,1077,7.9
3135,The Company You Keep,en,418,6.1
3136,The Glass Castle,en,426,7.1
3137,Breaking the Waves,da,525,7.4
3138,Beasts of the Southern Wild,en,676,6.9
3139,They Shall Not Grow Old,en,221,7.8
3140,Sorority Row,en,338,5.4
3141,mid90s,en,593,7.4
3142,Mississippi Burning,en,822,7.6
3143,The Muppet Christmas Carol,en,515,7.4
3144,We Were Soldiers,en,1035,6.9
3145,Snatched,en,552,5.3
3146,Before Midnight,en,1266,7.5
3147,New Police Story,cn,313,7
3148,Lake Placid,en,538,5.6
3149,The Searchers,en,706,7.8
3150,Rebecca,en,801,8
3151,Marrowbone,en,638,7.1
3152,Project A,cn,179,7.2
3153,Case 39,en,1335,6.2
3154,Executive Decision,en,477,6.2
3155,The Adventures of Baron Munchausen,en,448,7
3156,Don't Breathe,en,4291,6.9
3157,See No Evil,en,342,5.1
3158,Driven,en,398,4.9
3159,While You Were Sleeping,en,850,6.8
3160,Man on a Ledge,en,1666,6.4
3161,An Extremely Goofy Movie,en,338,6.2
3162,Drumline,en,200,6.3
3163,Point Blank,en,250,6
3164,The Replacements,en,468,6.4
3165,The Witches of Eastwick,en,721,6.4
3166,Horton Hears a Who!,en,2044,6.3
3167,Kung Fu Panda: Secrets of the Furious Five,en,223,6.6
3168,Arthur Christmas,en,828,6.7
3169,Grave Encounters 2,en,503,5.4
3170,Wonder Park,en,281,6.3
3171,Lady Macbeth,en,343,6.6
3172,Brawl in Cell Block 99,en,644,6.8
3173,Saludos Amigos,en,179,6
3174,Stoker,en,1443,6.6
3175,Nowhere to Run,en,274,5.9
3176,Sniper,en,191,6
3177,The Marine,en,322,5.4
3178,Cliffhanger,en,1251,6.4
3179,Blindspotting,en,321,7.6
3180,Turnt,en,0,0
3181,U Turn,en,358,6.6
3182,The Longest Ride,en,2161,7.5
3183,Goodbye Christopher Robin,en,504,7.1
3184,Final Destination 2,en,2341,6.1
3185,Leprechaun,en,301,5.2
3186,Must Love Dogs,en,284,5.9
3187,Ouija: Origin of Evil,en,1611,6
3188,Problem Child,en,393,5.7
3189,You Again,en,850,6.3
3190,The Descent: Part 2,en,585,5.9
3191,Son of the Mask,en,1003,3.9
3192,Secretariat,en,250,7.1
3193,The Raid,id,1891,7.4
3194,The Boy and the Beast,ja,772,8
3195,Young Guns II,en,291,6.5
3196,The Star,en,274,5.6
3197,It's Only the End of the World,fr,1031,7.3
3198,Practical Magic,en,789,6.5
3199,1922,en,1587,5.9
3200,Queen of the Damned,en,513,5.7
3201,The Open House,en,956,3.7
3202,To Rome with Love,en,1315,5.7
3203,Tolo Tolo,it,573,6.4
3204,Eye in the Sky,en,963,7.1
3205,Black Knight,en,656,5.3
3206,Going Clear: Scientology and the Prison of Belief,en,529,7.8
3207,Ran,ja,715,8.1
3208,Orgazmo,en,215,6
3209,Idiocracy,en,1515,6.2
3210,Cube 2: Hypercube,en,791,5.5
3211,Hysteria,en,529,6.6
3212,Something Borrowed,en,670,6.1
3213,Zulu,en,249,7.5
3214,Skyline,en,948,4.8
3215,Dragon Ball Z: Wrath of the Dragon,ja,344,7
3216,Maid in Manhattan,en,1153,5.9
3217,Down Periscope,en,187,5.9
3218,Fred Claus,en,502,5.6
3219,Kagemusha,ja,310,7.9
3220,The Salvation,da,493,6.3
3221,The Great Escape,en,1412,8
3222,Never Back Down,en,1304,6.6
3223,Untraceable,en,471,6
3224,Falling Down,en,1893,7.3
3225,Serial (Bad) Weddings 2,fr,720,5.9
3226,Apollo 18,en,566,5
3227,Crimson Rivers II: Angels of the Apocalypse,fr,383,6
3228,Valiant,en,529,5.3
3229,Hostel,en,2118,5.8
3230,Infernal Affairs,cn,845,7.8
3231,Casper,en,2942,6.2
3232,Munich,en,1462,7.1
3233,Honey Boy,en,129,7.3
3234,The Sunset Limited,en,234,7.3
3235,Jimmy Neutron: Boy Genius,en,504,5.6
3236,The Brothers Grimm,en,1759,5.7
3237,Splash,en,719,6.2
3238,Constantine: City of Demons - The Movie,en,121,7.2
3239,The Taking of Pelham 1 2 3,en,1915,6.3
3240,Taken 2,en,4486,6.2
3241,The Constant Gardener,en,816,7.1
3242,Swallow,en,59,7
3243,Swiped,en,439,4.4
3244,Bedazzled,en,1005,5.8
3245,Arsenic and Old Lace,en,457,7.6
3246,In the House,fr,479,7.4
3247,SPF-18,en,822,4.5
3248,Timmy's Cinema Adventure,en,0,0
3249,The New Guy,en,303,5.7
3250,The Gods Must Be Crazy II,en,200,6.6
3251,Poltergeist,en,1581,7.1
3252,A Lonely Place to Die,en,291,6.1
3253,Attraction,ru,313,6.1
3254,American Ultra,en,1953,6
3255,Ringu,ja,649,7.1
3256,Sea of Love,en,303,6.7
3257,Carrie,en,3013,5.9
3258,The Hand that Rocks the Cradle,en,446,6.7
3259,Justice League: Crisis on Two Earths,en,329,7.2
3260,Adventures in Babysitting,en,323,6.8
3261,Iron Sky,en,954,5.7
3262,5 Centimeters per Second,ja,1014,7.4
3263,Kama Sutra: A Tale of Love,en,83,5.6
3264,Antichrist,en,1484,6.6
3265,Role Models,en,1089,6.4
3266,David Attenborough: A Life on Our Planet,en,0,0
3267,The Others,en,3766,7.6
3268,Mrs. Doubtfire,en,3817,7.2
3269,Flags of Our Fathers,en,1052,6.8
3270,Uncle Buck,en,643,6.7
3271,Weird Science,en,757,6.4
3272,Live Twice, Love Once,es,107,7.6
3273,Stop Making Sense,en,96,8.5
3274,Barbie: Princess Charm School,en,334,7.1
3275,Charlotte's Web,en,749,6
3276,The Gift,en,645,6.5
3277,Tong Tatlong Tatay Kong Pakitong Kitong,en,0,0
3278,Eight Legged Freaks,en,595,5.4
3279,Cube,en,2655,6.9
3280,Hard Target 2,en,86,5.6
3281,Osmosis Jones,en,575,6.2
3282,Delivery Man,en,963,6.2
3283,Kelly's Heroes,en,350,7.4
3284,Love & Mercy,en,406,7.2
3285,It's a Boy Girl Thing,en,668,6.5
3286,Rush Hour 3,en,1727,6.2
3287,Spanglish,en,766,5.9
3288,Michael,en,334,5.7
3289,Double Impact,en,463,5.6
3290,You Get Me,en,1343,5.6
3291,His Girl Friday,en,387,7.5
3292,Freaks,en,543,7.8
3293,August Rush,en,1784,7.3
3294,Death at a Funeral,en,1010,6.9
3295,King Kong,en,748,7.7
3296,Barbie in Princess Power,en,104,5.8
3297,Mimic,en,510,5.9
3298,Secret Obsession,en,635,5.4
3299,Machete,en,2113,6.3
3300,The Bounty Hunter,en,1892,5.8
3301,Dragon: The Bruce Lee Story,en,351,6.8
3302,Snitch,en,1633,5.9
3303,Battlefield Earth,en,461,2.9
3304,The Squid and the Whale,en,457,7
3305,Dogville,en,1427,7.8
3306,Winnie the Pooh,en,511,6.9
3307,Border,sv,379,6.7
3308,South Park: Bigger, Longer & Uncut,en,1637,7.2
3309,17 Again,en,3410,6.2
3310,Princess Protection Program,en,1128,6.5
3311,Slither,en,717,6.4
3312,Are We There Yet?,en,527,5.3
3313,Universal Soldier,en,801,6
3314,The Last Starfighter,en,386,6.5
3315,Goosebumps 2: Haunted Halloween,en,673,5.7
3316,Sexy Beast,en,402,7
3317,The Forgotten,en,660,5.8
3318,The Sisterhood of the Traveling Pants 2,en,560,6.2
3319,Intercourse,hi,0,0
3320,Suck Me Shakespeer 3,de,220,6.1
3321,I Am Dragon,ru,160,6.7
3322,The Last Castle,en,625,7
3323,Ruby Herring Mysteries: Prediction Murder,en,1,6
3324,Carnage,en,1753,7.2
3325,Kin,en,431,6.1
3326,The New World,en,667,6.5
3327,Harsh Times,en,359,6.4
3328,Barbie as the Island Princess,en,355,7
3329,The House That Jack Built,en,1209,7.2
3330,Days of Heaven,en,492,7.6
3331,The Heat,en,2702,6.6
3332,The Shadow,en,275,5.9
3333,The Young Victoria,en,637,7.2
3334,The Signal,en,1026,5.9
3335,LOL,en,2032,6.1
3336,Frailty,en,651,7
3337,The Naked Gun 2?: The Smell of Fear,en,1188,6.8
3338,Powder,en,266,6.4
3339,Ocean Waves,ja,258,6.3
3340,Wild Tales,es,1808,7.8
3341,Barbie in The 12 Dancing Princesses,en,507,7.5
3342,The Boxtrolls,en,1146,6.6
3343,Caddyshack,en,659,6.7
3344,Nineteen Eighty-Four,en,724,6.9
3345,Delusions of Grandeur,fr,367,7.6
3346,Sweet Home Alabama,en,890,6.3
3347,Back to School,en,218,6.4
3348,Cannibal Holocaust,it,734,6.1
3349,Barton Fink,en,910,7.5
3350,Super Troopers,en,649,6.7
3351,Soldier,en,390,6.1
3352,Goal! The Dream Begins,en,613,6.5
3353,The Year of Living Dangerously,en,167,6.9
3354,The Art of Getting By,en,827,6.4
3355,Lemony Snicket's A Series of Unfortunate Events,en,3422,6.8
3356,My Boss's Daughter,en,417,4.7
3357,The Messenger: The Story of Joan of Arc,en,828,6.3
3358,Garfield,en,2252,5.4
3359,True Romance,en,1501,7.5
3360,Shelter,en,411,5.9
3361,The Possession,en,1046,5.9
3362,High Crimes,en,406,6.2
3363,Vampires,en,551,6.1
3364,Shadow of a Doubt,en,477,7.7
3365,The Postman,it,585,8
3366,The Meaning of Life,en,1072,7.4
3367,The Pacifier,en,1918,6
3368,Alive,en,814,6.8
3369,Skinwalkers,en,144,4.6
3370,Neon Genesis Evangelion: The End of Evangelion,ja,499,8.4
3371,A Shot in the Dark,en,245,7.4
3372,Missing Link,en,301,7
3373,Song of the Sea,en,812,8.1
3374,Texas Killing Fields,en,265,5.8
3375,Devil's Knot,en,393,6
3376,A Man Apart,en,492,6
3377,UglyDolls,en,131,6
3378,Happy Feet,en,3264,6
3379,Murmur of the Heart,fr,66,7.1
3380,Wild and Free,tl,13,6.2
3381,Halloween 4: The Return of Michael Myers,en,581,5.9
3382,Open Season: Scared Silly,en,164,5.6
3383,The Professor,en,431,6.8
3384,Monte Carlo,en,1364,6.3
3385,Fool's Gold,en,895,5.6
3386,Mowgli: Legend of the Jungle,en,1715,6.6
3387,Prostitution,ko,1,10
3388,The Mission,en,734,7.4
3389,My Granny's House,da,0,0
3390,The Return of the Living Dead,en,571,7.3
3391,Take Shelter,en,935,7.1
3392,The Fly II,en,300,5.3
3393,Tusk,en,707,5.3
3394,The Last of the Mohicans,en,1664,7.3
3395,Rock of Ages,en,792,6.1
3396,Nancy Drew,en,311,5.8
3397,Dumb and Dumber,en,3883,6.5
3398,American Graffiti,en,754,7.1
3399,Proof of Life,en,413,6.1
3400,The Thomas Crown Affair,en,230,7
3401,Sleepless in Seattle,en,1315,6.7
3402,Herbie Fully Loaded,en,1414,5.4
3403,The Unborn,en,822,5.1
3404,The Imaginarium of Doctor Parnassus,en,1829,6.4
3405,Along Came Polly,en,1733,5.9
3406,Grand Illusion,fr,305,7.8
3407,Teenage Mutant Ninja Turtles III,en,410,5.2
3408,Emerald Green,de,608,7
3409,Mortal Kombat: Annihilation,en,533,4.1
3410,Battle Royale,ja,2000,7.3
3411,Savages,en,1411,6.4
3412,The Last Full Measure,en,33,7.7
3413,Destroyer,en,340,6
3414,Cirque du Freak: The Vampire's Assistant,en,684,5.7
3415,Eye for an Eye,es,97,6.6
3416,The Darkest Minds,en,1542,6.8
3417,Prime,en,530,5.9
3418,The House Bunny,en,1268,5.6
3419,White Bird in a Blizzard,en,541,6.2
3420,It's a Mad, Mad, Mad, Mad World,en,291,7.2
3421,Nine Lives,en,642,5.6
3422,Killers Anonymous,en,65,4.6
3423,What We Do in the Shadows,en,1987,7.6
3424,The Invention of Lying,en,1079,6.2
3425,Yours, Mine & Ours,en,495,5.9
3426,Angel Eyes,en,193,5.7
3427,Tau,en,735,6.2
3428,Cleaner,en,409,6
3429,Notes on a Scandal,en,486,7.1
3430,The Body,es,651,7.7
3431,Elizabethtown,en,702,6.1
3432,S.W.A.T.: Under Siege,en,103,5.4
3433,High and Low,ja,276,8.3
3434,Touching the Void,en,234,7.7
3435,The Three Burials of Melquiades Estrada,en,349,7.1
3436,Flight of the Navigator,en,419,7
3437,Neighbors,en,5038,6.2
3438,Secret of the Wings,en,660,6.9
3439,Free Birds,en,469,5.8
3440,After Porn Ends 2,en,107,5.1
3441,A Grand Day Out,en,434,7.4
3442,Gone,en,729,6.1
3443,The Brave Little Toaster,en,240,6.8
3444,Anything Else,en,333,6.1
3445,25th Hour,en,1358,7.4
3446,I'm Not There.,en,401,6.7
3447,Surviving Christmas,en,292,5.6
3448,Short Circuit 2,en,319,5.9
3449,The Hard Way,en,63,5.4
3450,The Tin Drum,de,200,7.1
3451,Open Water,en,655,5.4
3452,Paranormal Activity: The Ghost Dimension,en,884,5.2
3453,Can You Keep a Secret?,en,153,6.3
3454,Victor Frankenstein,en,1353,5.8
3455,Shanghai Noon,en,1543,6.3
3456,The Double Life of V?ronique,fr,339,7.7
3457,The Piano Teacher,fr,494,7.3
3458,The American,en,798,5.8
3459,Jackass 3D,en,781,6.4
3460,Red Eye,en,1037,6.3
3461,Blues Brothers 2000,en,356,5.3
3462,The Florida Project,en,1432,7.4
3463,Tinker Bell and the Legend of the NeverBeast,en,573,7
3464,Dirty Rotten Scoundrels,en,426,7.1
3465,27 Dresses,en,2198,6.3
3466,Circle,en,1022,6
3467,Chitty Chitty Bang Bang,en,369,6.8
3468,A Simple Plan,en,420,7.1
3469,The Human Stain,en,246,6
3470,Working Girl,en,505,6.7
3471,The Fog,en,706,6.6
3472,A Trip to the Moon,fr,864,8
3473,Fun with Dick and Jane,en,1387,6
3474,Asterix at the Olympic Games,fr,1219,5.1
3475,Walk of Shame,en,945,5.8
3476,The King and I,en,211,7.3
3477,The Eye,en,589,5.6
3478,Driving Miss Daisy,en,815,7.3
3479,sex, lies, and videotape,en,422,6.9
3480,The Ruthless,it,228,6.2
3481,Descendants 2,en,959,7.3
3482,The Lost City of Z,en,1667,6.2
3483,The Duchess,en,1080,6.9
3484,Friday the 13th,en,1504,6.3
3485,Love the Coopers,en,461,5.9
3486,The Bad Lieutenant: Port of Call - New Orleans,en,616,6.1
3487,Faster,en,1077,6.3
3488,Teen Titans Go! vs. Teen Titans,en,85,7.1
3489,Beyond Before,en,0,0
3490,Amarcord,it,519,8
3491,The Light Between Oceans,en,955,7.1
3492,EuroTrip,en,1417,6.5
3493,Son of Batman,en,549,6.9
3494,Beyond the Reach,en,226,5.6
3495,The Garden of Words,ja,1032,7.5
3496,Beautiful Boy,en,969,7.5
3497,M,de,1050,8.1
3498,Push,en,1379,6
3499,Hostage,en,993,6.3
3500,Ichi the Killer,ja,473,7.1
3501,Shaolin Soccer,cn,1045,6.7
3502,Star Trek II: The Wrath of Khan,en,1134,7.5
3503,Outland,en,292,6.4
3504,Chain Reaction,en,552,5.6
3505,French Kiss,en,417,6.4
3506,Fanaa,hi,119,6.7
3507,Shortbus,en,271,6.4
3508,Lolita,en,1084,7.4
3509,Triple 9,en,1369,5.8
3510,King Kong,en,405,6.1
3511,The Brood,en,313,6.7
3512,Barbie in the Nutcracker,en,639,6.7
3513,Eight Crazy Nights,en,185,5.3
3514,Spring, Summer, Fall, Winter... and Spring,ko,547,7.9
3515,Material Girls,en,315,5.2
3516,I ? Huckabees,en,392,6.3
3517,Creepshow,en,481,6.8
3518,The Lord of the Rings,en,417,6.5
3519,High Plains Drifter,en,553,7.5
3520,Life,en,402,6.6
3521,Kill Your Darlings,en,954,7.1
3522,The Killing of a Sacred Deer,en,1952,6.9
3523,Lie with Me,en,129,5.4
3524,What Happens in Vegas,en,1963,6
3525,The Collection,en,549,6.1
3526,Click,en,4556,6.1
3527,The Blues Brothers,en,2404,7.7
3528,City Lights,xx,1087,8.4
3529,High Fidelity,en,1158,7.2
3530,The Big Wedding,en,762,5.8
3531,Z-O-M-B-I-E-S,en,228,7.4
3532,Purpose of Reunion,ko,5,5.4
3533,Jesus Christ Superstar,en,317,7.1
3534,Kingsglaive: Final Fantasy XV,ja,390,6.8
3535,Andhadhun,hi,147,7.8
3536,The Lords of Salem,en,522,5.3
3537,The Roommate,en,571,5.4
3538,The Square,en,724,6.9
3539,Get the Gringo,en,956,6.5
3540,The Enforcer,en,431,6.8
3541,Miller's Crossing,en,869,7.6
3542,Billy Lynn's Long Halftime Walk,en,347,5.9
3543,Alone in the Dark,en,336,3.2
3544,Dream House,en,802,6
3545,Just Visiting,en,404,4.6
3546,The Skulls,en,317,5.7
3547,Made of Honor,en,1011,6.3
3548,Bride Wars,en,1983,6.2
3549,Changing Lanes,en,579,6.1
3550,Shallow Grave,en,522,7.1
3551,Odd Thomas,en,621,6.6
3552,Looper,en,7366,6.8
3553,Bandits,en,578,6.3
3554,Nothing But the Truth,en,257,7
3555,Another 48 Hrs.,en,415,6
3556,?on Flux,en,1291,5.5
3557,Hands of Stone,en,194,6.2
3558,Genius,en,452,6.5
3559,Bull Durham,en,306,6.8
3560,Ghost Town,en,533,6.4
3561,The Christmas Chronicles,en,1002,7.1
3562,When We First Met,en,1653,6.6
3563,Rudolph the Red-Nosed Reindeer,en,286,7.3
3564,Haunter,en,346,6
3565,Big Momma's House,en,1372,5.7
3566,Manhattan,en,1393,7.9
3567,The Cabinet of Dr. Caligari,de,690,7.9
3568,Crocodile Dundee in Los Angeles,en,328,5
3569,The Bucket List,en,2166,7.1
3570,Female War: A Nasty Deal,ko,5,2.9
3571,Raising Helen,en,438,6
3572,Kuch Kuch Hota Hai,hi,194,7.7
3573,Mia and the White Lion,fr,432,7.3
3574,Detroit,en,970,7.3
3575,Rab Ne Bana Di Jodi,hi,136,6.7
3576,Deliverance,en,844,7.3
3577,The Last Airbender,en,2473,4.6
3578,Legion,en,1361,5.4
3579,The Happytime Murders,en,570,5.7
3580,Enough Said,en,502,6.7
3581,Big Stan,en,355,5.8
3582,The Hitcher,en,502,5.8
3583,Into the Blue 2: The Reef,en,61,4.9
3584,The Devil's Own,en,604,6.1
3585,Baby's Day Out,en,691,5.9
3586,Chernobyl Diaries,en,960,5
3587,The Reaping,en,452,5.6
3588,Unsane,en,882,6.2
3589,Trolls Holiday,en,176,6.2
3590,Mirror,ru,415,8.2
3591,The Five-Year Engagement,en,860,5.8
3592,Before Sunset,en,1758,7.8
3593,Batman: Hush,en,251,6.9
3594,Unfriended: Dark Web,en,643,6.1
3595,American Virgin,en,77,4.8
3596,Murder by Death,en,396,7.4
3597,Color of Night,en,249,5.4
3598,The Purple Rose of Cairo,en,539,7.5
3599,Bloomington,en,81,6.7
3600,Harry and the Hendersons,en,358,5.8
3601,Love Wrecked,en,335,5.1
3602,Lawless,en,1888,7
3603,Bobby,en,223,6.6
3604,Say Anything...,en,518,7.3
3605,Unthinkable,en,695,6.7
3606,Black Mass,en,2270,6.4
3607,Scoop,en,940,6.6
3608,The Hole,en,463,6.2
3609,American Honey,en,483,6.7
3610,Street Fighter,en,780,4.3
3611,Get Shorty,en,556,6.5
3612,K-9,en,495,5.9
3613,I Origins,en,2053,7.6
3614,Labor Day,en,631,6.9
3615,Love, Strange Love,pt,17,6
3616,Before We Go,en,1138,6.6
3617,Buffalo Soldiers,en,156,6.4
3618,Ghostland,en,1054,7.1
3619,Stormbreaker,en,436,5.1
3620,Silent Hill: Revelation 3D,en,915,5.2
3621,Final Fantasy: The Spirits Within,en,858,6
3622,Blind Date,en,246,5.9
3623,The Dyatlov Pass Incident,en,329,5.6
3624,Deuce Bigalow: Male Gigolo,en,710,5.5
3625,Torque,en,278,4.7
3626,Maps to the Stars,en,699,6.1
3627,Bringing Out the Dead,en,493,6.7
3628,Midnight in Paris,en,4665,7.5
3629,Chariots of Fire,en,449,6.9
3630,Father of the Bride Part II,en,387,6.1
3631,The Girl Who Leapt Through Time,ja,1084,7.8
3632,New in Town,en,257,5.7
3633,The Big Blue,fr,811,7.5
3634,Sapphire Blue,de,707,7.2
3635,Pel?: Birth of a Legend,en,543,7.2
3636,Legend of the BoneKnapper Dragon,en,134,6.5
3637,Foxcatcher,en,1583,6.7
3638,Diary of a Wimpy Kid: The Long Haul,en,244,5.6
3639,Hummingbird,en,956,6
3640,Silverado,en,324,7.1
3641,Max,en,451,6.8
3642,The Promise,en,241,7
3643,My Little Pony: The Movie,en,178,6.8
3644,Robin Hood: Men in Tights,en,1194,6.6
3645,The Coldest Game,en,97,6.1
3646,On Body and Soul,hu,277,7.3
3647,The Iceman,en,630,6.5
3648,Krull,en,258,6
3649,Deep Rising,en,315,6
3650,The Kingdom,en,910,6.6
3651,Volcano,en,771,5.6
3652,Identity Thief,en,2421,5.8
3653,Sling Blade,en,444,7.6
3654,Sex Weather,en,11,6
3655,Widows,en,1332,6.5
3656,Can't Buy Me Love,en,335,6.9
3657,Clash of the Titans,en,379,6.7
3658,Mr. Magorium's Wonder Emporium,en,803,6.2
3659,The Angriest Man in Brooklyn,en,305,5.7
3660,Dragon Ball Z: Super Android 13!,ja,254,6.6
3661,No Way Out,en,333,7.1
3662,Disclosure,en,469,6.1
3663,Belle de Jour,fr,397,7.6
3664,Geri's Game,en,664,7.8
3665,Battle for the Planet of the Apes,en,422,5.7
3666,Hostel: Part III,en,595,5
3667,Cadillac Records,en,220,7.1
3668,The Karate Kid Part III,en,759,5.8
3669,Blindness,en,773,6.5
3670,Jonah Hex,en,842,4.7
3671,Thelma,no,454,7.1
3672,How the Grinch Stole Christmas,en,4236,6.6
3673,Police Story 4: First Strike,cn,220,6.3
3674,Life of the Party,en,584,6.2
3675,The Missing,en,324,6.3
3676,Body Double,en,305,6.7
3677,The Secret Garden,en,0,0
3678,My Name Is Khan,hi,497,7.8
3679,Bound,en,410,7
3680,Sinister Seduction,en,1,6
3681,Miss Americana,en,188,7.8
3682,Saving Mr. Banks,en,2313,7.4
3683,The Land Before Time VIII: The Big Freeze,en,142,5.9
3684,Pet Sematary II,en,246,5.2
3685,Like Crazy,en,714,6.4
3686,Home Alone: The Holiday Heist,en,160,5
3687,Kit Kittredge: An American Girl,en,86,6.3
3688,The Waterboy,en,1009,5.9
3689,One Piece Film: Strong World,ja,161,7.6
3690,Two Mules for Sister Sara,en,284,7
3691,Invasion of the Body Snatchers,en,475,7.2
3692,Leroy & Stitch,en,255,6.5
3693,Passengers,en,402,5.9
3694,THX 1138,en,483,6.6
3695,The Ghost Writer,en,1305,6.8
3696,Nacho Libre,en,741,5.7
3697,Wall Street: Money Never Sleeps,en,917,6
3698,The Family Man,en,1106,6.7
3699,City of Angels,en,1195,6.7
3700,Deception,en,384,5.8
3701,Marvel One-Shot: The Consultant,en,242,6.5
3702,Barbie and the Three Musketeers,en,333,7
3703,Married compromises,it,64,5.1
3704,Mary Queen of Scots,en,964,6.6
3705,Get Rich or Die Tryin',en,438,6.4
3706,Starship Troopers 2: Hero of the Federation,en,296,3.9
3707,The War of the Roses,en,623,6.9
3708,Summer of 84,en,569,6.8
3709,Song to Song,en,537,5.4
3710,Sparrows,is,19,6.8
3711,Happy Gilmore,en,1528,6.5
3712,Return to Never Land,en,893,6.2
3713,Welcome to the Punch,en,408,5.8
3714,Queen of Hearts,da,54,7.3
3715,Freedom Writers,en,1039,7.8
3716,Dead Calm,en,364,6.6
3717,Lifeforce,en,263,6.3
3718,I Kill Giants,en,737,6
3719,Oldboy,en,1187,5.9
3720,Il primo Natale,it,173,6.3
3721,Leaving Las Vegas,en,709,7.2
3722,Sense and Sensibility,en,846,7.4
3723,The Manchurian Candidate,en,329,7.8
3724,This Is Where I Leave You,en,788,6.6
3725,Jersey Girl,en,613,6
3726,Flash Gordon,en,476,6.1
3727,#Iamhere,fr,20,5.5
3728,Double Indemnity,en,895,8.2
3729,The Passion of Joan of Arc,fr,413,8.2
3730,Paranormal Activity 4,en,1208,5.4
3731,Children Who Chase Lost Voices,ja,334,7.1
3732,Traitor,en,373,6.6
3733,Office Uprising,en,95,5.3
3734,Ladyhawke,en,657,7
3735,Killing Season,en,649,5.5
3736,The Last House on the Left,en,313,6.1
3737,Uptown Girls,en,432,6.3
3738,Jingle All the Way,en,1410,5.7
3739,The Fountain,en,1670,7
3740,Message in a Bottle,en,452,6.1
3741,Wine Country,en,298,5.6
3742,A Royal Affair,da,533,7.4
3743,Happy Family,en,167,5.6
3744,Fletch,en,365,6.8
3745,Grace of Monaco,en,405,6
3746,The Divide,en,358,5.9
3747,Valentine,en,280,5.2
3748,Bridget Jones: The Edge of Reason,en,1800,6.3
3749,The First Time,en,1576,7
3750,Timecop,en,587,5.8
3751,Enchanted,en,3649,6.7
3752,Doctor Dolittle,en,1928,5.6
3753,Keeping Up with the Joneses,en,1290,6
3754,White Chicks,en,1968,6.8
3755,Ed Wood,en,1346,7.5
3756,Born a King,en,7,8.2
3757,Bad Company,en,430,5.4
3758,South Wind 2,sr,0,0
3759,The Hundred-Foot Journey,en,881,7.3
3760,Contempt,fr,361,7.4
3761,Here Alone,en,79,5.8
3762,The Layover,en,418,5.1
3763,3 Idiots,hi,1337,7.9
3764,Spy Kids,en,2150,5.7
3765,Very Bad Things,en,363,6.3
3766,Piranha 3DD,en,590,4.2
3767,Same Kind of Different as Me,en,121,6.9
3768,The Legend of Hercules,en,888,4.6
3769,Mad Money,en,327,6.2
3770,The Pink Panther 2,en,664,5.7
3771,Steve Jobs,en,2909,6.8
3772,The Atticus Institute,en,198,5.6
3773,The Boat That Rocked,en,1382,7.3
3774,Crazy Heart,en,563,7
3775,Sahara,en,834,5.8
3776,The Treasure of the Sierra Madre,en,573,8.1
3777,Jackie Brown,en,3737,7.3
3778,Hart's War,en,491,6.3
3779,Chasing Mavericks,en,368,7.1
3780,Due Date,en,3454,6.3
3781,Diary of a Wimpy Kid: Rodrick Rules,en,588,6.3
3782,Halloween 5: The Revenge of Michael Myers,en,536,5.2
3783,Friday the 13th: A New Beginning,en,522,5.1
3784,The Darjeeling Limited,en,1903,7.2
3785,3-Iron,ko,574,7.8
3786,Run Lola Run,de,1240,7.3
3787,Enemy,en,3336,6.9
3788,Harold & Kumar Escape from Guantanamo Bay,en,865,6.2
3789,Walking Tall,en,782,6
3790,MOMOL Nights,tl,1,2
3791,Castle Freak,en,0,0
3792,Inside Man: Most Wanted,en,50,6.2
3793,Batman: Gotham Knight,en,322,6.6
3794,Nutty Professor II: The Klumps,en,807,4.9
3795,The 400 Blows,fr,982,8.1
3796,Cuddle Weather,tl,1,6
3797,Lionheart,en,415,6.1
3798,Major Payne,en,372,6
3799,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,en,434,6.2
3800,Playmobil: The Movie,en,90,5.6
3801,The Way Way Back,en,1151,7.1
3802,The Thirteenth Floor,en,728,7
3803,Spring Breakers,en,2824,5.1
